statistics_date,HKN,HCN,TNN,XAN,QJN,JBN,ZJN,IHN,JTN,TJN,TEN,MJN,MHN,IYN,GDN,VTN
20191214,84261,1595,6934,383,4723,14026,1657,7,6,1316,0,13,41,11,7491,0
20191215,80478,2156,8233,560,5176,14310,1977,14,1,1650,0,15,64,21,7492,0
20191216,78891,1806,8647,526,5485,13702,1838,2,1,1576,0,20,39,5,8078,0
20191217,69008,1208,6026,347,3835,11043,1506,1,2,1223,0,12,39,10,5428,0
20191218,69029,1216,5668,351,4001,10785,1297,6,8,1237,0,9,31,6,5023,0
20191219,69867,1170,5584,354,3784,11274,1441,4,4,1291,1,22,29,7,5244,0
20191220,87651,1572,6895,377,4881,14243,1630,14,4,1316,0,10,21,11,6738,0
20191221,84048,1515,6710,358,4501,12437,1677,6,6,1435,1,10,35,8,7268,0
20191222,77154,1889,7701,468,4815,12582,2075,8,10,1487,0,17,52,16,7477,0
20191223,77951,1508,8563,437,5213,14453,1717,4,3,1561,0,12,59,13,8301,0
20191224,66962,1309,5855,344,4077,11061,1392,3,6,1376,0,12,47,4,5504,0
20191225,67265,1249,5792,393,3821,10713,1363,4,4,1259,0,14,29,6,5368,0
20191226,70111,1237,5805,347,3641,10749,1324,5,2,1339,0,10,21,5,5544,0
20191227,82271,1445,6486,369,4484,13048,1408,7,2,1386,0,11,31,5,6461,0
20191228,87119,1412,6251,374,4362,12516,1577,4,4,1374,0,14,26,15,6749,0
20191229,79510,1765,6880,494,4267,12108,1686,10,4,1623,0,5,56,12,6741,0
20191230,81889,1580,7532,463,4627,13247,1625,2,6,1543,0,9,12,17,7273,0
20191231,81338,1648,6935,433,4486,12520,1477,4,3,1218,0,7,24,19,7638,0
