statistics_date,HKN,HCN,TNN,XAN,QJN,JBN,ZJN,IHN,JTN,TJN,TEN,MJN,MHN,IYN,GDN,VTN
20191213,10336274.0,98797.0,454751.0,22082.0,397516.0,1402524.0,118390.0,197.0,81.0,40476.0,0.0,117.4,678.3,183.0,161893.0,0.0
20191214,8884735.0,86298.0,483244.0,26600.0,368739.0,1385337.0,120262.0,124.0,95.0,37726.0,0.0,125.8,604.1,200.0,176850.0,0.0
20191215,9670423.0,103419.0,570188.0,32799.0,399322.0,1424191.0,129947.0,226.0,20.0,46823.0,0.0,115.1,976.5,305.0,172934.0,0.0
20191216,9441053.0,103291.0,596323.0,26022.0,413753.0,1419936.0,143564.0,37.0,17.0,42143.0,0.0,177.7,652.3,74.0,183441.0,0.0
20191217,8421672.0,76204.0,449268.0,17602.0,326648.0,1190694.0,125607.0,20.0,34.0,37777.0,0.0,99.7,602.1,151.0,129435.0,0.0
20191218,8577418.0,81231.0,452909.0,18888.0,324001.0,1169635.0,111706.0,102.0,118.0,41327.0,0.0,84.2,484.8,107.0,126326.0,0.0
20191219,8785320.0,78702.0,437784.0,17915.0,321229.0,1224331.0,116710.0,75.0,100.0,35182.0,11.0,210.8,413.3,103.0,132258.0,0.0
20191220,10789021.0,101874.0,532045.0,21221.0,374682.0,1476137.0,119144.0,291.0,82.0,38814.0,0.0,68.3,380.4,175.0,160952.0,0.0
20191221,8959493.0,92192.0,481703.0,19265.0,355438.0,1251109.0,117980.0,69.0,97.0,45347.0,11.0,91.1,527.2,111.0,177851.0,0.0
20191222,9226088.0,92196.0,526024.0,21135.0,379874.0,1300226.0,124826.0,151.0,173.0,42595.0,0.0,145.8,813.3,234.0,178479.0,0.0
20191223,9057143.0,80969.0,550309.0,22830.0,411088.0,1423799.0,125944.0,65.0,50.0,49554.0,0.0,116.6,908.5,194.0,196580.0,0.0
20191224,8189610.0,84412.0,411610.0,16577.0,335711.0,1194334.0,109158.0,55.0,85.0,40185.0,0.0,117.5,733.7,73.0,134177.0,0.0
20191225,8237321.0,79371.0,452838.0,19093.0,321493.0,1193359.0,108126.0,65.0,44.0,41077.0,0.0,137.6,440.2,141.0,132151.0,0.0
20191226,8627617.0,72322.0,462014.0,19334.0,323805.0,1170933.0,103223.0,92.0,29.5,41742.0,0.0,96.3,334.7,76.0,136654.0,0.0
20191227,10119196.0,76673.0,488507.0,20583.0,370658.0,1386953.0,113571.0,177.0,57.0,40915.0,0.0,112.4,491.9,79.0,167514.0,0.0
20191228,9725374.0,93594.0,461461.0,21469.0,349333.0,1276802.0,121441.0,96.0,61.0,42170.0,0.0,128.4,439.0,225.0,162869.0,0.0
20191229,9595475.0,98142.0,496100.0,27361.0,339256.0,1303267.0,114598.0,159.0,66.0,43669.0,0.0,59.3,842.3,177.0,156136.0,0.0
20191230,9332364.0,105550.0,491407.0,23077.0,363736.0,1311396.0,111151.0,18.0,96.0,44601.0,0.0,104.3,205.8,287.0,171701.0,0.0
20191231,8979285.0,91778.0,488861.0,21020.0,353127.0,1269400.0,103828.0,71.0,39.0,34619.0,0.0,77.3,400.9,347.0,191620.0,0.0
